Date	Round	Time	Name	Site	Habitat	Transect	Quadrat	Site_trans_quad	Plant_Species	FU_Bud	FU_Open	FU_Wilt	Seeds	FlowersperFU_Bud	FlowersperFU_Open	FlowersperFU_Wilt	Cross_Points	Veg_Cover	Comments	
15 May 2014	1	15:25	NED	Walborough	grassland	2	4	Walb.gra.2.4	NA	0	0	0					2	2	Unknown_leaf	
15 May 2014	1	15:25	NED	Walborough	grassland	2	AF	Walb.gra.2.AF	Cerastium_fontanum											
15 May 2014	1	15:25	NED	Walborough	grassland	2	AF	Walb.gra.2.AF	Trifolium_pratense											
15 May 2014	1	15:25	NED	Walborough	grassland	2	AF	Walb.gra.2.AF	Trifolium_dubium											
16 May 2014	1	12:45	NED	Walborough	grassland	3	1	Walb.gra.3.1	Grass								4	2		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	1	Walb.gra.3.1	Grass								36	4		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	1	Walb.gra.3.1	Cirsium_palustre	0	0	0					5	2		
16 May 2014	1	12:45	NED	Walborough	grassland	3	1	Walb.gra.3.1	Grass								7	3		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	2	Walb.gra.3.2	Grass								12	3		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	2	Walb.gra.3.2	Grass								4	2		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	3	Walb.gra.3.3	Grass								7	3		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	3	Walb.gra.3.3	Grass								30	4		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	3	Walb.gra.3.3	Grass								22	4		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	4	Walb.gra.3.4	Grass								21	4		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	4	Walb.gra.3.4	Grass								4	2		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	4	Walb.gra.3.4	Grass								9	3		Grass
16 May 2014	1	12:45	NED	Walborough	grassland	3	AF	Walb.gra.3.AF	Ranunculus_bulbosus											
16 May 2014	1	12:45	NED	Walborough	grassland	3	AF	Walb.gra.3.AF	Vicia_sativa											
16 May 2014	1	12:45	NED	Walborough	grassland	3	AF	Walb.gra.3.AF	Rumex_obtusifolius											
16 May 2014	1	12:45	NED	Walborough	grassland	3	AF	Walb.gra.3.AF	Ranunculus_acris											
16 May 2014	1	12:45	NED	Walborough	grassland	3	AF	Walb.gra.3.AF	Lathyrus_pratensis											
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	1	Walb.sal.1.1	Plantago_maritima	0	0	0					1	1		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	1	Walb.sal.1.1	Aster_tripolium	0	0	0					13	2		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	1	Walb.sal.1.1	Cochlearia_officinalis	3	12	52					4	2		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	1	Walb.sal.1.1	Triglochin_maritima	94	0	0					11	2		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	2	Walb.sal.1.2	Aster_tripolium	0	0	0					6	2		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	2	Walb.sal.1.2	Cochlearia_officinalis	3	4	6					0	1		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	2	Walb.sal.1.2	Grass								2	2		Grass
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	2	Walb.sal.1.2	Plantago_maritima	0	0	0					32	4		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	3	Walb.sal.1.3	Grass								26	3		Grass
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	3	Walb.sal.1.3	Cochlearia_officinalis	7	2	20					2	2		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	3	Walb.sal.1.3	Aster_tripolium	0	0	0					11	2		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	4	Walb.sal.1.4	Plantago_maritima	1	0	0		124	0	0	1	1		
16 May 2014	1	16:00	NED	Walborough	salt_marsh	1	AF	Walb.sal.1.AF	Spergularia_media											
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	1	Walb.sal.2.1	Grass								36	4		Grass
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	1	Walb.sal.2.1	Grass								32	4		Grass
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	1	Walb.sal.2.1	Armeria_maritima	0	4	0		2	8	1	1	1		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	1	Walb.sal.2.1	Aster_tripolium	0	0	0					0	1		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	1	Walb.sal.2.1	Glaux_maritima	36	0	0					4	2		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	1	Walb.sal.2.1	Plantago_maritima	134	0	0					5	2		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	2	Walb.sal.2.2	Aster_tripolium	0	0	0					22	4		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	2	Walb.sal.2.2	Grass								36	4		Grass
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	2	Walb.sal.2.2	Halimione_portulacoides	0	0	0					10	3		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	3	Walb.sal.2.3	Grass								36	4		Grass
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	3	Walb.sal.2.3	Triglochin_maritima	22	51	0					1	1		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	3	Walb.sal.2.3	Aster_tripolium	0	0	0					4	1		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	3	Walb.sal.2.3	Halimione_portulacoides	0	0	0					3	2		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	3	Walb.sal.2.3	Cochlearia_officinalis	11	7	12					1	1		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	4	Walb.sal.2.4	Grass								36	4		Grass
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	4	Walb.sal.2.4	Triglochin_maritima	0	0	0					1	1		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	4	Walb.sal.2.4	Aster_tripolium	0	0	0					9	2		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	4	Walb.sal.2.4	Cochlearia_officinalis	81	72	315					6	2		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	4	Walb.sal.2.4	Plantago_maritima	0	0	0					3	2		
19 May 2014	1	16:10	NED	Walborough	salt_marsh	2	4	Walb.sal.2.4	Halimione_portulacoides	0	0	0					6	2		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	1	Walb.sal.3.1	Cochlearia_officinalis	13	26	208					6	3		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	1	Walb.sal.3.1	Triglochin_maritima	1562	0	0					17	4		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	1	Walb.sal.3.1	Aster_tripolium	0	0	0					11	3		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	1	Walb.sal.3.1	Halimione_portulacoides	0	0	0					1	1		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	1	Walb.sal.3.1	Grass								32	4		Grass
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	1	Walb.sal.3.1	Cochlearia_anglica	0	0	0					4	2		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	2	Walb.sal.3.2	Triglochin_maritima	1176	0	0					30	4		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	2	Walb.sal.3.2	Plantago_maritima	0	0	0					26	4		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	3	Walb.sal.3.3	Triglochin_maritima	39	0	0					10	2		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	3	Walb.sal.3.3	Plantago_maritima	0	0	0					26	4		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	3	Walb.sal.3.3	Aster_tripolium	0	0	0					4	2		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	4	Walb.sal.3.4	Plantago_maritima	0	0	0					20	4		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	4	Walb.sal.3.4	Triglochin_maritima	210	0	0					11	3		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	4	Walb.sal.3.4	Aster_tripolium	0	0	0					2	2		
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	4	Walb.sal.3.4	Grass								23	3		Grass
20 May 2014	1	10:50	KAO	Walborough	salt_marsh	3	AF	Walb.sal.3.AF	Armeria_maritima											
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	1	Burn.sal.1.1	Triglochin_maritima	0	0	0					16	3		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	1	Burn.sal.1.1	Spergularia_media	0	0	0					0	1		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	1	Burn.sal.1.1	Sarcocornia_perennis	0	0	0					0	1		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	1	Burn.sal.1.1	Aster_tripolium	0	0	0					0	1		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	1	Burn.sal.1.1	Grass	0	0	0					13	3	1/3_of_quadrat_mud	Grass
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	2	Burn.sal.1.2	Triglochin_maritima	0	0	0					11	3		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	2	Burn.sal.1.2	Halimione_portulacoides	0	0	0					3	2		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	2	Burn.sal.1.2	Aster_tripolium	0	0	0					2	2		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	2	Burn.sal.1.2	Plantago_maritima	0	0	0					1	1		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	2	Burn.sal.1.2	Grass								33	4		Grass
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	3	Burn.sal.1.3	Triglochin_maritima	0	0	0					3	2		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	3	Burn.sal.1.3	Aster_tripolium	0	0	0					1	1		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	3	Burn.sal.1.3	Spergularia_media	0	0	0					0	1		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	3	Burn.sal.1.3	Halimione_portulacoides	0	0	0					0	1		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	3	Burn.sal.1.3	Grass								34	4		Grass
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	4	Burn.sal.1.4	Aster_tripolium	0	0	0					22	4		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	4	Burn.sal.1.4	Grass								30	4		Grass
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	4	Burn.sal.1.4	Plantago_maritima	0	0	0					1	1		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	4	Burn.sal.1.4	Triglochin_maritima	0	0	0					4	2		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	4	Burn.sal.1.4	Spergularia_media	1	0	0					0	1		
22 May 2014	1	11:30	KAO	Burnham-on-Sea	salt_marsh	1	AF	Burn.sal.1.AF	Armeria_maritima											
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	1	Burn.sal.2.1	Grass								36	4		Grass
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	1	Burn.sal.2.1	Halimione_portulacoides	0	0	0					0	1		
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	2	Burn.sal.2.2	Grass								36	4		Grass
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	2	Burn.sal.2.2	Grass								36	4		Grass
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	3	Burn.sal.2.3	Grass								7	2		Grass
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	3	Burn.sal.2.3	Grass								36	4		Grass
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	4	Burn.sal.2.4	Grass								36	4		Grass
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	4	Burn.sal.2.4	Triglochin_maritima	0	0	0					4	2		
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	4	Burn.sal.2.4	Plantago_maritima	0	0	0					0	1		
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	4	Burn.sal.2.4	Grass								36	4		Grass
22 May 2014	1	12:05	KAO	Burnham-on-Sea	salt_marsh	2	4	Burn.sal.2.4	Spergularia_media	0	0	0					0	1		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	1	Burn.sal.3.1	Aster_tripolium	0	0	0					3	2		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	1	Burn.sal.3.1	Triglochin_maritima	0	0	0					31	4		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	1	Burn.sal.3.1	Plantago_maritima	0	0	0					5	2		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	1	Burn.sal.3.1	Grass								2	2		Grass
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	1	Burn.sal.3.1	Halimione_portulacoides	0	0	0					0	1		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	1	Burn.sal.3.1	Spergularia_media	1	0	0					0	1		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	2	Burn.sal.3.2	Aster_tripolium	0	0	0					7	2		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	2	Burn.sal.3.2	Triglochin_maritima	0	0	0					36	4		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	2	Burn.sal.3.2	Spergularia_media	0	0	0					0	1		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	3	Burn.sal.3.3	Aster_tripolium	0	0	0					7	3		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	3	Burn.sal.3.3	Triglochin_maritima	0	0	0					21	3		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	3	Burn.sal.3.3	Grass								36	4		Grass
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	4	Burn.sal.3.4	Aster_tripolium	0	0	0					3	2		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	4	Burn.sal.3.4	Triglochin_maritima	0	0	0					26	4		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	4	Burn.sal.3.4	Grass								2	2		Grass
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	4	Burn.sal.3.4	Spergularia_media	0	0	0					0	1		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	4	Burn.sal.3.4	Glaux_maritima	0	0	0					0	1		
22 May 2014	1	13:05	KAO	Burnham-on-Sea	salt_marsh	3	AF	Burn.sal.3.AF	Armeria_maritima											
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	1	Burn.sal.4.1	Aster_tripolium	0	0	0					7	2		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	1	Burn.sal.4.1	Triglochin_maritima	0	0	0					19	3		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	1	Burn.sal.4.1	Grass	0	0	0					30	4		Grass
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	2	Burn.sal.4.2	Aster_tripolium	0	0	0					6	2		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	2	Burn.sal.4.2	Triglochin_maritima	0	0	0					10	3		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	2	Burn.sal.4.2	Grass								32	4		Grass
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	2	Burn.sal.4.2	Plantago_maritima	0	0	0					3	2		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	3	Burn.sal.4.3	Cochlearia_officinalis	0	1	9					1	2		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	3	Burn.sal.4.3	Grass								4	2	Mostly_mud	Grass
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	3	Burn.sal.4.3	Grass								5	2		Grass
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	4	Burn.sal.4.4	Aster_tripolium	0	0	0					6	2		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	4	Burn.sal.4.4	Grass								31	4		Grass
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	4	Burn.sal.4.4	Triglochin_anglicum	0	0	0					0	1		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	4	Burn.sal.4.4	Plantago_maritima	0	0	0					2	2		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	4	Burn.sal.4.4	Triglochin_maritima	0	0	0					5	3		
22 May 2014	1	13:30	KAO	Burnham-on-Sea	salt_marsh	4	AF	Burn.sal.4.AF	Armeria_maritima											
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	1	Burn.sal.5.1	Aster_tripolium	0	0	0					5	2		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	1	Burn.sal.5.1	Spergularia_media	0	0	0					2	1		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	1	Burn.sal.5.1	Grass	0	0	0					24	4		Grass
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	1	Burn.sal.5.1	Triglochin_maritima	0	0	0					20	3		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	2	Burn.sal.5.2	Limonium_vulgare	0	0	0					8	3		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	2	Burn.sal.5.2	Grass								4	2		Grass
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	2	Burn.sal.5.2	Grass								29	4		Grass
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	2	Burn.sal.5.2	Plantago_maritima	0	0	0					1	1		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	2	Burn.sal.5.2	Sarcocornia_perennis	0	0	0					0	1		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	3	Burn.sal.5.3	Aster_tripolium	0	0	0					1	1		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	3	Burn.sal.5.3	Triglochin_maritima	51	0	0					4	2		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	3	Burn.sal.5.3	Plantago_maritima	0	0	0					15	3		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	3	Burn.sal.5.3	Spergularia_media	0	0	0					5	2		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	3	Burn.sal.5.3	Cochlearia_anglica	0	0	0					0	1		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	4	Burn.sal.5.4	Cochlearia_anglica	0	0	0					1	2		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	4	Burn.sal.5.4	Triglochin_maritima	0	0	0					36	4		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	4	Burn.sal.5.4	Aster_tripolium	0	0	0					3	2		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	4	Burn.sal.5.4	Limonium_vulgare	0	0	0					2	2		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	4	Burn.sal.5.4	Spergularia_media	0	0	0					0	1		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	4	Burn.sal.5.4	Plantago_maritima	0	0	0					1	1		
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	4	Burn.sal.5.4	Grass								15	3		Grass
22 May 2014	1	13:55	KAO	Burnham-on-Sea	salt_marsh	5	AF	Burn.sal.5.AF	Armeria_maritima											
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	1	Burn.sal.6.1	Grass								36	4		Grass
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	1	Burn.sal.6.1	Grass								1	1		Grass
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	2	Burn.sal.6.2	Grass								36	4		Grass
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	2	Burn.sal.6.2	Grass								5	2		Grass
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	3	Burn.sal.6.3	Grass								36	4		Grass
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	3	Burn.sal.6.3	Grass								3	2		Grass
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	4	Burn.sal.6.4	Grass								36	4		Grass
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	4	Burn.sal.6.4	Grass								17	3		Grass
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	4	Burn.sal.6.4	Halimione_portulacoides	0	0	0					0	1		
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	4	Burn.sal.6.4	Triglochin_maritima	0	0	0					4	2		
22 May 2014	1	12:35	KAO	Burnham-on-Sea	salt_marsh	6	4	Burn.sal.6.4	Aster_tripolium	0	0	0					1	1		
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	1	Hadd.scr.1.1	Vaccinium_myrtillus	0	0	0					1	1		
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	1	Hadd.scr.1.1	Erica_tetralix	0	0	0					5	2		
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	1	Hadd.scr.1.1	Calluna_vulgaris	0	0	0					4	2		
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	1	Hadd.scr.1.1	Grass								16	3		Grass
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	1	Hadd.scr.1.1	Ulex_europaeus	0	0	0					4	2	Lots_of_leaf_litter	
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	2	Hadd.scr.1.2	Grass								23	4		Grass
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	2	Hadd.scr.1.2	Ulex_europaeus	0	0	0					23	4		
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	2	Hadd.scr.1.2	Pteridium_sp.								8	2	last_year's	
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	2	Hadd.scr.1.2	Vaccinium_myrtillus	0	0	0					2	1		
27 May 2014	1	11:35	KAO	Haddon_Hill	scrub	1	3	Hadd.scr.1.3	Betula_pendula	0	0	0					6	2		
