SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14,Prop15,Prop16,Prop17,Prop18,Prop19,Prop20,Prop21,Prop22,Prop23,Prop24,Prop25,Prop26,Prop27,Prop28
13,0.25,0,1,0.8521127,0.8380282,0.8309859,0.8239437,0.8098592,0.7957746,0.6830986,0.6690141,0.6408451,0.584507,0.5070423,0.4295775,0.3802817,0.3732394,0.3591549,0.3380282,0.2816901,0.2323944,0.2183099,0.2042254,0.1901408,0.1760563,0.1619718,0.1549296,0.1478873,0.1267606,0.02816901,0
14,0.25,0,1,0.9859155,0.9225352,0.7676056,0.7464789,0.6830986,0.5140845,0.5070423,0.4788732,0.3802817,0.3169014,0.3028169,0.2816901,0.2605634,0.2112676,0.1971831,0.1830986,0.1760563,0.1619718,0.1478873,0.1408451,0.1267606,0.07746479,0.06338028,0.04929577,0.04225352,0.02816901,0.01408451,0
15,0.25,0,1,0.915493,0.9084507,0.9014085,0.8802817,0.8521127,0.6690141,0.6619718,0.6478873,0.5985915,0.584507,0.5352113,0.528169,0.5140845,0.5070423,0.4507042,0.3873239,0.3098592,0.2957746,0.2816901,0.2676056,0.2183099,0.1901408,0.1760563,0.07042254,0.04225352,0.02816901,0.01408451,0
16,0.25,0,1,0.8521127,0.8380282,0.7253521,0.6971831,0.6830986,0.6267606,0.556338,0.5352113,0.4577465,0.443662,0.4366197,0.4225352,0.4014085,0.3380282,0.3309859,0.3239437,0.3169014,0.3028169,0.2887324,0.2746479,0.2676056,0.2183099,0.1690141,0.1549296,0.1408451,0.1267606,0.1126761,0.01408451
17,0.25,0,1,0.9929577,0.9084507,0.9014085,0.7253521,0.6971831,0.6338028,0.5492958,0.5352113,0.528169,0.4788732,0.4295775,0.415493,0.3943662,0.3802817,0.3661972,0.3521127,0.2605634,0.1619718,0.1478873,0.1408451,0.1338028,0.1197183,0.1126761,0.0915493,0.07746479,0.06338028,0.01408451,0
18,0.25,0,1,0.9788732,0.8239437,0.7112676,0.6690141,0.6619718,0.6478873,0.6197183,0.584507,0.5704225,0.5140845,0.4507042,0.4366197,0.4225352,0.415493,0.4084507,0.3591549,0.2816901,0.2676056,0.2535211,0.2394366,0.2183099,0.2112676,0.2042254,0.1901408,0.1760563,0.1619718,0.1126761,0.01408451
19,0.25,0,1,0.915493,0.9084507,0.8873239,0.8661972,0.8239437,0.6338028,0.5633803,0.5492958,0.528169,0.5140845,0.5070423,0.4859155,0.4295775,0.3239437,0.3028169,0.2464789,0.1830986,0.1690141,0.1549296,0.1408451,0.1338028,0.1197183,0.07042254,0.05633803,0.04225352,0.02816901,0.01408451,0
20,0.25,0,1,0.8521127,0.8309859,0.8098592,0.7746479,0.7605634,0.7535211,0.7183099,0.6619718,0.5140845,0.443662,0.4366197,0.4225352,0.4084507,0.3591549,0.3450704,0.3309859,0.3169014,0.3098592,0.2605634,0.2394366,0.2323944,0.1830986,0.1690141,0.07042254,0.04225352,0.02816901,0.01408451,0
21,0.25,0,1,0.915493,0.9084507,0.7323944,0.7253521,0.7112676,0.6619718,0.6056338,0.5211268,0.5070423,0.4859155,0.4507042,0.4295775,0.3802817,0.3661972,0.3521127,0.3028169,0.2957746,0.2887324,0.2816901,0.2676056,0.1901408,0.1760563,0.1619718,0.1478873,0.1408451,0.1267606,0.1126761,0.01408451
22,0.25,0,1,0.9929577,0.9859155,0.9647887,0.9507042,0.9225352,0.8380282,0.6549296,0.6056338,0.5140845,0.4788732,0.471831,0.4577465,0.4366197,0.4295775,0.3732394,0.3028169,0.2887324,0.2112676,0.2042254,0.1971831,0.1338028,0.1197183,0.1056338,0.0915493,0.07746479,0.02816901,0.01408451,0
23,0.25,0,1,0.9577465,0.943662,0.8732394,0.7183099,0.6056338,0.5492958,0.4859155,0.4577465,0.443662,0.3943662,0.3732394,0.3169014,0.2957746,0.2746479,0.2676056,0.2535211,0.2394366,0.1478873,0.1267606,0.1126761,0.09859155,0.08450704,0.07042254,0.05633803,0.04225352,0.02816901,0.01408451,0
24,0.25,0,1,0.915493,0.8732394,0.8521127,0.8380282,0.8239437,0.8028169,0.7887324,0.6056338,0.5985915,0.5774648,0.556338,0.5422535,0.528169,0.471831,0.4084507,0.3943662,0.3802817,0.3661972,0.2887324,0.2746479,0.2676056,0.2183099,0.2112676,0.1619718,0.1408451,0.04225352,0.01408451,0
25,0.25,0,1,0.943662,0.8802817,0.8732394,0.7253521,0.7112676,0.5985915,0.5492958,0.4788732,0.4225352,0.415493,0.3873239,0.3591549,0.3450704,0.3309859,0.3169014,0.3028169,0.2112676,0.1830986,0.1690141,0.1338028,0.1197183,0.1056338,0.09859155,0.0915493,0.07746479,0.06338028,0.04929577,0
26,0.25,0,1,0.915493,0.9014085,0.8450704,0.7253521,0.7183099,0.5352113,0.5070423,0.5,0.4929577,0.4788732,0.4295775,0.4225352,0.4084507,0.3943662,0.3802817,0.2816901,0.2535211,0.2042254,0.1830986,0.1619718,0.1478873,0.1338028,0.1197183,0.1126761,0.0915493,0.03521127,0.01408451,0
27,0.25,0,1,0.9929577,0.9577465,0.8661972,0.8591549,0.6760563,0.6619718,0.5915493,0.5774648,0.5211268,0.4929577,0.4788732,0.4647887,0.4507042,0.4295775,0.3661972,0.3028169,0.2887324,0.1760563,0.1549296,0.1478873,0.1267606,0.1126761,0.09859155,0.08450704,0.07042254,0.05633803,0.007042254,0
28,0.25,0,1,0.971831,0.8873239,0.8450704,0.6549296,0.6408451,0.6197183,0.6126761,0.5633803,0.5492958,0.528169,0.4647887,0.4014085,0.3943662,0.3802817,0.3661972,0.3521127,0.2746479,0.2676056,0.2464789,0.2323944,0.2183099,0.2112676,0.2042254,0.1901408,0.0915493,0.06338028,0.01408451,0
29,0.25,0,1,0.9929577,0.9366197,0.7323944,0.7253521,0.6549296,0.6478873,0.6338028,0.6267606,0.6056338,0.5492958,0.5352113,0.5211268,0.5070423,0.3943662,0.3802817,0.3450704,0.3169014,0.2605634,0.2464789,0.2394366,0.2253521,0.2183099,0.1690141,0.1549296,0.1408451,0.04225352,0.01408451,0
30,0.25,0,1,0.9859155,0.971831,0.8873239,0.7112676,0.6901408,0.6549296,0.6478873,0.6267606,0.6056338,0.5633803,0.5070423,0.443662,0.3943662,0.3802817,0.3661972,0.3521127,0.3380282,0.3239437,0.3098592,0.2323944,0.2183099,0.1197183,0.0915493,0.07746479,0.06338028,0.01408451,0.007042254,0
31,0.25,0,1,0.9788732,0.943662,0.9295775,0.8873239,0.7042254,0.6971831,0.6760563,0.5704225,0.556338,0.5422535,0.5352113,0.4788732,0.3943662,0.3802817,0.3661972,0.3521127,0.3309859,0.2535211,0.1619718,0.1338028,0.1197183,0.07042254,0.05633803,0.04225352,0.03521127,0.02112676,0.01408451,0
32,0.25,0,1,0.8521127,0.7394366,0.7112676,0.6549296,0.6126761,0.6056338,0.584507,0.5704225,0.5492958,0.5352113,0.5211268,0.5070423,0.4929577,0.4788732,0.4647887,0.3873239,0.3802817,0.3239437,0.2535211,0.1549296,0.1338028,0.1197183,0.1056338,0.0915493,0.07746479,0.06338028,0.01408451,0
33,0.25,0,1,0.9929577,0.9084507,0.8802817,0.8591549,0.8239437,0.6408451,0.5492958,0.5422535,0.528169,0.5140845,0.5070423,0.4929577,0.4788732,0.4014085,0.3732394,0.3591549,0.3028169,0.2464789,0.1760563,0.1690141,0.1549296,0.1056338,0.0915493,0.07746479,0.06338028,0.05633803,0.007042254,0
34,0.25,0,1,0.8521127,0.7394366,0.7323944,0.7042254,0.6830986,0.6197183,0.5492958,0.5422535,0.5352113,0.4859155,0.4647887,0.443662,0.4295775,0.4225352,0.3732394,0.3521127,0.3380282,0.2605634,0.2464789,0.1549296,0.1267606,0.1126761,0.06338028,0.04929577,0.04225352,0.02816901,0.01408451,0
35,0.25,0,1,0.9929577,0.971831,0.8169014,0.8098592,0.7676056,0.7112676,0.6478873,0.6408451,0.528169,0.5,0.4929577,0.4788732,0.471831,0.3732394,0.2746479,0.2605634,0.2394366,0.2183099,0.1690141,0.1549296,0.1408451,0.1267606,0.1056338,0.0915493,0.04225352,0.02816901,0.01408451,0
36,0.25,0,1,0.9788732,0.9577465,0.8098592,0.7957746,0.7535211,0.6408451,0.584507,0.5,0.443662,0.4366197,0.4295775,0.4084507,0.3943662,0.3802817,0.3661972,0.2887324,0.2746479,0.2605634,0.2464789,0.2394366,0.2253521,0.1267606,0.0915493,0.07746479,0.06338028,0.05633803,0.04929577,0
37,0.25,0,1,0.8521127,0.8309859,0.7816901,0.7676056,0.6549296,0.6408451,0.6267606,0.6197183,0.6056338,0.5985915,0.5704225,0.5140845,0.3802817,0.3661972,0.3591549,0.3521127,0.3028169,0.1901408,0.1549296,0.1338028,0.08450704,0.07042254,0.06338028,0.04929577,0.04225352,0.02816901,0.01408451,0
38,0.25,0,1,0.915493,0.8943662,0.8661972,0.6830986,0.6619718,0.6408451,0.5704225,0.556338,0.5492958,0.5352113,0.528169,0.471831,0.4014085,0.3873239,0.3309859,0.3169014,0.2676056,0.2605634,0.2464789,0.2323944,0.2253521,0.2112676,0.1197183,0.0915493,0.07746479,0.06338028,0.04929577,0
39,0.25,0,1,0.915493,0.7394366,0.6830986,0.6197183,0.6056338,0.5915493,0.5633803,0.5211268,0.471831,0.4507042,0.4295775,0.4084507,0.3873239,0.3732394,0.3239437,0.3098592,0.2957746,0.1971831,0.1760563,0.1690141,0.1619718,0.07746479,0.06338028,0.05633803,0.04225352,0.02816901,0.01408451,0
40,0.25,0,1,0.915493,0.8943662,0.7112676,0.7042254,0.6478873,0.5774648,0.5352113,0.5211268,0.5,0.4788732,0.4577465,0.3591549,0.3380282,0.3239437,0.3098592,0.2957746,0.2112676,0.1971831,0.1830986,0.1619718,0.1478873,0.09859155,0.0915493,0.07746479,0.06338028,0.05633803,0.04929577,0
41,0.25,0,1,0.943662,0.8521127,0.7605634,0.7394366,0.6478873,0.6126761,0.6056338,0.5985915,0.584507,0.5704225,0.5633803,0.3732394,0.3591549,0.3169014,0.3028169,0.2957746,0.2676056,0.2535211,0.2323944,0.2183099,0.2042254,0.1901408,0.1056338,0.0915493,0.07746479,0.06338028,0.01408451,0
42,0.25,0,1,0.971831,0.9577465,0.9507042,0.8873239,0.7253521,0.7042254,0.6901408,0.6830986,0.6267606,0.5352113,0.4366197,0.4225352,0.4084507,0.4014085,0.3873239,0.3732394,0.3591549,0.3521127,0.2957746,0.2464789,0.2394366,0.2253521,0.2112676,0.1971831,0.1760563,0.07746479,0.04929577,0
43,0.25,0,1,0.971831,0.9577465,0.9014085,0.7676056,0.7535211,0.7323944,0.5422535,0.5211268,0.5070423,0.5,0.4507042,0.443662,0.4295775,0.3802817,0.3661972,0.2887324,0.2746479,0.2605634,0.2464789,0.2323944,0.2183099,0.1267606,0.09859155,0.08450704,0.03521127,0.02112676,0.007042254,0
44,0.25,0,1,0.9929577,0.971831,0.8028169,0.7957746,0.7887324,0.7746479,0.7605634,0.7464789,0.6901408,0.6126761,0.5070423,0.415493,0.3873239,0.3732394,0.3239437,0.2746479,0.2676056,0.2535211,0.1690141,0.1549296,0.1408451,0.1197183,0.1056338,0.08450704,0.07042254,0.06338028,0.04929577,0
45,0.25,0,1,0.9859155,0.9647887,0.8802817,0.6971831,0.6760563,0.6549296,0.6478873,0.6056338,0.5985915,0.584507,0.5774648,0.5211268,0.4507042,0.4225352,0.4084507,0.4014085,0.3873239,0.3098592,0.2957746,0.2464789,0.1478873,0.08450704,0.07746479,0.06338028,0.04225352,0.02816901,0.01408451,0
46,0.25,0,1,0.8521127,0.8098592,0.7676056,0.7112676,0.6478873,0.5492958,0.5,0.4859155,0.4788732,0.4577465,0.4366197,0.415493,0.3943662,0.3802817,0.3661972,0.3521127,0.2746479,0.2253521,0.2112676,0.1971831,0.1830986,0.1760563,0.1619718,0.1478873,0.1338028,0.1267606,0.02816901,0
47,0.25,0,1,0.915493,0.7394366,0.7253521,0.6408451,0.6126761,0.556338,0.4929577,0.4859155,0.4577465,0.4366197,0.415493,0.4014085,0.3802817,0.3239437,0.3028169,0.2183099,0.2112676,0.1971831,0.1478873,0.1408451,0.1267606,0.1126761,0.09859155,0.08450704,0.03521127,0.02816901,0.01408451,0
48,0.25,0,1,0.915493,0.8943662,0.8802817,0.8380282,0.8309859,0.8169014,0.7605634,0.6619718,0.6478873,0.4647887,0.4366197,0.4225352,0.415493,0.4014085,0.3873239,0.3802817,0.3661972,0.3380282,0.3169014,0.3098592,0.3028169,0.2887324,0.2746479,0.1971831,0.1830986,0.1619718,0.1126761,0.01408451
49,0.25,0,1,0.9859155,0.9507042,0.9295775,0.9014085,0.8943662,0.7112676,0.7042254,0.6971831,0.5985915,0.584507,0.5774648,0.5492958,0.4859155,0.3873239,0.3732394,0.2816901,0.2535211,0.2394366,0.2253521,0.1408451,0.1338028,0.1197183,0.1056338,0.0915493,0.07746479,0.02816901,0.01408451,0
50,0.25,0,1,0.915493,0.9014085,0.8873239,0.8661972,0.8521127,0.8309859,0.6408451,0.6338028,0.5774648,0.5140845,0.5070423,0.4929577,0.4507042,0.443662,0.4366197,0.4225352,0.415493,0.3873239,0.2887324,0.2253521,0.2042254,0.1901408,0.1760563,0.0915493,0.07746479,0.02816901,0.01408451,0
51,0.25,0,1,0.8521127,0.8450704,0.8380282,0.7253521,0.6760563,0.6619718,0.6056338,0.5352113,0.528169,0.5140845,0.5070423,0.4788732,0.4507042,0.4295775,0.3591549,0.3309859,0.3169014,0.2605634,0.2535211,0.2394366,0.2253521,0.2112676,0.1971831,0.1901408,0.0915493,0.06338028,0.04929577,0
52,0.25,0,1,0.9929577,0.971831,0.9577465,0.8732394,0.8521127,0.8380282,0.8239437,0.7816901,0.5985915,0.5915493,0.5774648,0.5704225,0.556338,0.528169,0.4647887,0.3943662,0.3450704,0.3309859,0.3169014,0.3028169,0.2887324,0.2746479,0.2253521,0.2112676,0.1338028,0.03521127,0.007042254,0
53,0.25,0,1,0.9929577,0.9084507,0.8591549,0.8521127,0.8098592,0.6338028,0.6267606,0.6126761,0.5633803,0.5352113,0.5070423,0.471831,0.4577465,0.443662,0.4295775,0.3732394,0.3098592,0.2957746,0.2816901,0.2746479,0.1971831,0.1830986,0.1690141,0.1549296,0.1408451,0.1267606,0.02816901,0
54,0.25,0,1,0.9929577,0.9647887,0.9366197,0.7676056,0.7535211,0.6619718,0.6549296,0.6408451,0.6267606,0.556338,0.5352113,0.5211268,0.5140845,0.4647887,0.4507042,0.443662,0.3943662,0.3802817,0.3661972,0.3521127,0.2605634,0.1901408,0.1197183,0.1056338,0.0915493,0.07746479,0.01408451,0
55,0.25,0,1,0.915493,0.9014085,0.8873239,0.8661972,0.7746479,0.7042254,0.6338028,0.6197183,0.6126761,0.4366197,0.4014085,0.3943662,0.3802817,0.3380282,0.3239437,0.2957746,0.2394366,0.2253521,0.2112676,0.2042254,0.1901408,0.1830986,0.09859155,0.08450704,0.07042254,0.06338028,0.04929577,0
56,0.25,0,1,0.915493,0.7394366,0.6690141,0.6197183,0.6056338,0.5774648,0.5704225,0.5633803,0.5140845,0.5,0.4929577,0.4859155,0.471831,0.4225352,0.4084507,0.3802817,0.3591549,0.3028169,0.2323944,0.2183099,0.1971831,0.0915493,0.07042254,0.05633803,0.04225352,0.02816901,0.01408451,0
57,0.25,0,1,0.9788732,0.8098592,0.7253521,0.6126761,0.5985915,0.5422535,0.4788732,0.4647887,0.4577465,0.4084507,0.3873239,0.3098592,0.2957746,0.2746479,0.2605634,0.2464789,0.1901408,0.1760563,0.1619718,0.1408451,0.1267606,0.1126761,0.06338028,0.04929577,0.03521127,0.02112676,0.007042254,0
58,0.25,0,1,0.915493,0.8943662,0.8380282,0.7605634,0.7394366,0.7323944,0.5492958,0.5422535,0.528169,0.5140845,0.443662,0.3943662,0.3802817,0.3732394,0.3591549,0.3521127,0.2957746,0.2676056,0.1619718,0.1408451,0.1267606,0.1126761,0.09859155,0.08450704,0.07042254,0.05633803,0.04929577,0
59,0.25,0,1,0.9788732,0.9507042,0.943662,0.8591549,0.6760563,0.6338028,0.6197183,0.5704225,0.5633803,0.5070423,0.443662,0.415493,0.4014085,0.3873239,0.3732394,0.3521127,0.3380282,0.3239437,0.3098592,0.2323944,0.2253521,0.2112676,0.1971831,0.1830986,0.1690141,0.1619718,0.06338028,0
60,0.25,0,1,0.9929577,0.9084507,0.7323944,0.7042254,0.6478873,0.5704225,0.5422535,0.5211268,0.5140845,0.471831,0.4225352,0.4084507,0.3943662,0.3873239,0.3732394,0.3591549,0.3450704,0.3309859,0.3169014,0.3098592,0.2605634,0.2464789,0.2394366,0.2183099,0.1408451,0.1267606,0.02816901,0
61,0.25,0,1,0.915493,0.9014085,0.8380282,0.8169014,0.8028169,0.7957746,0.6056338,0.584507,0.5492958,0.4507042,0.4295775,0.4225352,0.3732394,0.3239437,0.3028169,0.2464789,0.1760563,0.1619718,0.1478873,0.1338028,0.08450704,0.07746479,0.06338028,0.04929577,0.03521127,0.02112676,0.007042254,0
62,0.25,0,1,0.8521127,0.8450704,0.8098592,0.7887324,0.7816901,0.7746479,0.7394366,0.7323944,0.6901408,0.584507,0.5774648,0.528169,0.5211268,0.5,0.4366197,0.3661972,0.3450704,0.3309859,0.2816901,0.2676056,0.2535211,0.2394366,0.1619718,0.1478873,0.1338028,0.1267606,0.1126761,0.01408451
63,0.25,0,1,0.9859155,0.8380282,0.8309859,0.8239437,0.8028169,0.6830986,0.6549296,0.6408451,0.6197183,0.556338,0.4929577,0.443662,0.4295775,0.415493,0.4014085,0.3943662,0.3450704,0.3239437,0.3098592,0.2957746,0.2112676,0.1901408,0.1760563,0.1267606,0.1126761,0.02816901,0.01408451,0
64,0.25,0,1,0.9788732,0.8873239,0.8661972,0.8591549,0.8169014,0.8098592,0.7253521,0.528169,0.5140845,0.5,0.4859155,0.4366197,0.4225352,0.4084507,0.3873239,0.3028169,0.2957746,0.2394366,0.1690141,0.1549296,0.1338028,0.1126761,0.09859155,0.08450704,0.07042254,0.06338028,0.04929577,0
65,0.25,0,1,0.9859155,0.8380282,0.8309859,0.7183099,0.6901408,0.6830986,0.6338028,0.6197183,0.5985915,0.5211268,0.5140845,0.4859155,0.4647887,0.4507042,0.3943662,0.3239437,0.3169014,0.3028169,0.2464789,0.1971831,0.1901408,0.1760563,0.1619718,0.1478873,0.1338028,0.1197183,0.02112676,0
66,0.25,0,1,0.9577465,0.943662,0.9295775,0.7816901,0.7323944,0.7183099,0.6760563,0.6619718,0.584507,0.5704225,0.471831,0.4647887,0.415493,0.4084507,0.3873239,0.3661972,0.3521127,0.3239437,0.3028169,0.2957746,0.2816901,0.2253521,0.1619718,0.1408451,0.1338028,0.1197183,0.1126761,0.01408451
67,0.25,0,1,0.915493,0.8943662,0.7112676,0.6830986,0.6690141,0.6619718,0.6478873,0.6338028,0.6197183,0.5774648,0.5633803,0.556338,0.4788732,0.4295775,0.415493,0.3591549,0.2746479,0.2535211,0.2394366,0.2253521,0.2183099,0.1971831,0.1830986,0.1760563,0.1690141,0.1619718,0.1126761,0.01408451
68,0.25,0,1,0.915493,0.8943662,0.8380282,0.7605634,0.7464789,0.7323944,0.7253521,0.6830986,0.6408451,0.6267606,0.6126761,0.6056338,0.5915493,0.5774648,0.556338,0.5352113,0.5211268,0.5070423,0.4366197,0.2323944,0.2253521,0.2112676,0.1971831,0.1830986,0.1760563,0.07746479,0.04929577,0
69,0.25,0,1,0.915493,0.7394366,0.7253521,0.6971831,0.6760563,0.6126761,0.5422535,0.528169,0.5140845,0.5,0.4859155,0.4788732,0.4647887,0.4577465,0.4366197,0.415493,0.3661972,0.3591549,0.3098592,0.2957746,0.2042254,0.1830986,0.1760563,0.1267606,0.1126761,0.09859155,0.01408451,0
70,0.25,0,1,0.9859155,0.9647887,0.8802817,0.8380282,0.6478873,0.6408451,0.5704225,0.5492958,0.5352113,0.443662,0.415493,0.4084507,0.3450704,0.2887324,0.2183099,0.2042254,0.1971831,0.1760563,0.1549296,0.1056338,0.0915493,0.07042254,0.06338028,0.04929577,0.04225352,0.02816901,0.01408451,0
71,0.25,0,1,0.915493,0.8943662,0.8802817,0.8732394,0.8591549,0.6830986,0.6549296,0.6126761,0.556338,0.4507042,0.4225352,0.4014085,0.3873239,0.3732394,0.3661972,0.3521127,0.3380282,0.2605634,0.2535211,0.2042254,0.1901408,0.1760563,0.1690141,0.1549296,0.1408451,0.1267606,0.1126761,0.01408451
72,0.25,0,1,0.915493,0.9084507,0.8873239,0.8309859,0.7535211,0.7042254,0.6901408,0.5,0.4929577,0.4788732,0.4647887,0.4577465,0.3661972,0.2957746,0.2887324,0.2746479,0.2605634,0.2535211,0.2323944,0.2183099,0.2042254,0.1197183,0.1056338,0.0915493,0.07746479,0.06338028,0.01408451,0
73,0.25,0,1,0.8521127,0.7394366,0.7253521,0.7112676,0.6830986,0.6338028,0.6267606,0.6197183,0.5985915,0.584507,0.5704225,0.5422535,0.4788732,0.3732394,0.3661972,0.2887324,0.2746479,0.2676056,0.2535211,0.2042254,0.1971831,0.09859155,0.07042254,0.05633803,0.04225352,0.02816901,0.01408451,0
74,0.25,0,1,0.9788732,0.8239437,0.8169014,0.8098592,0.6971831,0.6690141,0.6549296,0.6408451,0.6267606,0.5985915,0.5915493,0.5774648,0.5633803,0.5492958,0.5352113,0.4859155,0.4084507,0.3521127,0.2746479,0.2605634,0.2535211,0.2464789,0.1971831,0.1830986,0.1690141,0.07042254,0.04929577,0
75,0.25,0,1,0.9859155,0.9647887,0.9295775,0.9014085,0.8943662,0.8802817,0.8661972,0.8591549,0.8169014,0.7394366,0.7323944,0.7183099,0.6619718,0.584507,0.3943662,0.3169014,0.2676056,0.2605634,0.2464789,0.2323944,0.2183099,0.2112676,0.1971831,0.09859155,0.07042254,0.06338028,0.04929577,0
76,0.25,0,1,0.9366197,0.915493,0.8239437,0.6408451,0.5915493,0.5633803,0.556338,0.5422535,0.5352113,0.528169,0.5211268,0.4929577,0.4295775,0.415493,0.4014085,0.3450704,0.2746479,0.2676056,0.2535211,0.2394366,0.1408451,0.1126761,0.1056338,0.0915493,0.07746479,0.06338028,0.01408451,0
77,0.25,0,1,0.915493,0.9014085,0.8802817,0.8309859,0.8098592,0.6197183,0.5985915,0.5774648,0.528169,0.5211268,0.4647887,0.3943662,0.3873239,0.3802817,0.3732394,0.3591549,0.3380282,0.3239437,0.3098592,0.2676056,0.1830986,0.1549296,0.1408451,0.1267606,0.1126761,0.02816901,0.01408451,0
78,0.25,0,1,0.915493,0.8943662,0.8661972,0.8591549,0.8450704,0.8309859,0.6478873,0.6408451,0.6267606,0.6197183,0.5492958,0.5,0.443662,0.3732394,0.3661972,0.3521127,0.2957746,0.2746479,0.2676056,0.2605634,0.2323944,0.2112676,0.2042254,0.1901408,0.1760563,0.07746479,0.01408451,0
79,0.25,0,1,0.915493,0.9014085,0.8802817,0.6971831,0.6408451,0.5774648,0.5704225,0.5422535,0.5140845,0.4929577,0.443662,0.3943662,0.3873239,0.3098592,0.3028169,0.2816901,0.2676056,0.2605634,0.2464789,0.2323944,0.2183099,0.1267606,0.09859155,0.08450704,0.07042254,0.05633803,0.007042254,0
