Web,Site,M_D_T,Habitat,Lower_Taxon,Upper_Taxon,Freq,Lower_Guild,Upper_Guild,TL_lower_taxon,TL_upper_taxon,LS_lower_taxon,LS_upper_taxon
PL_FV,Haddon_Hill,triad,woodland,Hyacinthoides_non-scripta,Bombus_pascuorum,1,PL,FV,1,2,NA,adult
PL_FV,Haddon_Hill,triad,woodland,Hyacinthoides_non-scripta,Bombus_rupestris,1,PL,FV,1,2,NA,adult
PL_FV,Haddon_Hill,triad,woodland,Hyacinthoides_non-scripta,Bombus_pratorum,1,PL,FV,1,2,NA,adult
PL_FV,Leigh_Woods,monad,woodland,Sanicula_europaea,Braconidae_sp._FV,1,PL,FV,1,2,NA,adult
PL_FV,Cloud_Hill,dyad,woodland,Hyacinthoides_non-scripta,Agriotes_pallidulus,1,PL,FV,1,2,NA,adult
PL_FV,Cloud_Hill,dyad,woodland,Potentilla_erecta,Hydrellia_maura,3,PL,FV,1,2,NA,adult
PL_FV,Cloud_Hill,dyad,woodland,Potentilla_erecta,Opomyza_germinationis,2,PL,FV,1,2,NA,adult
PL_FV,Cloud_Hill,dyad,woodland,Potentilla_erecta,C10,1,PL,FV,1,2,NA,adult
PL_FV,Cloud_Hill,dyad,woodland,Potentilla_erecta,Opomyza_petrei,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Leontodon_hispidus,Pegoplata_aestiva,2,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Lotus_corniculatus,Bombus_terrestris,2,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Leontodon_hispidus,Phaonia_incana,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Hypochaeris_maculata,Pegoplata_aestiva,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Leontodon_hispidus,Oedemera_nobilis,3,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Fragaria_vesca,Pyrgus_malvae,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Rubus_fruticosus_agg.,Andrena_minutula,2,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Hypochaeris_maculata,Lasioglossum_calceatum,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Leontodon_hispidus,Oedemera_lurida,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Leontodon_hispidus,Lasioglossum_villosulum,4,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Leontodon_hispidus,Lasioglossum_leucozonium,2,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Crepis_capillaris,Lasioglossum_villosulum,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,scrub,Leontodon_hispidus,Pollenia_pediculata,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Veronica_officinalis,Bombus_lucorum,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Cirsium_vulgare,Pegoplata_aestiva,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Lotus_corniculatus,Bombus_pascuorum,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Bellis_perennis,Scathophaga_stercoraria,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Lotus_corniculatus,Polyommatus_icarus,2,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Lotus_corniculatus,Bombus_lapidarius,12,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Lotus_corniculatus,Scathophaga_stercoraria,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Lotus_corniculatus,Bombus_lucorum,11,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Ranunculus_repens,Pegoplata_aestiva,2,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Trifolium_pratense,Bombus_lucorum,2,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Lotus_corniculatus,Bombus_terrestris,2,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Lotus_corniculatus,Hydrellia_maura,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Bellis_perennis,Empis_albinervis,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,grassland,Veronica_officinalis,Bombus_pratorum,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,woodland,Veronica_officinalis,Sphegina_clunipes,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,woodland,Veronica_officinalis,Rhamphomyia_longipes,1,PL,FV,1,2,NA,adult
PL_FV,Dolebury_Warren,triad,woodland,Veronica_officinalis,Thricops_semicinereus,1,PL,FV,1,2,NA,adult
PL_FV,Cloud_Hill,dyad,heathland,Potentilla_erecta,Formica_fusca,1,PL,FV,1,2,NA,adult
PL_FV,Cloud_Hill,dyad,heathland,Potentilla_erecta,Coenosia_pedella,1,PL,FV,1,2,NA,adult
PL_FV,Cloud_Hill,dyad,heathland,Potentilla_erecta,Scathophaga_stercoraria,5,PL,FV,1,2,NA,adult
PL_FV,Cloud_Hill,dyad,heathland,Potentilla_erecta,Myrmica_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Hypochaeris_radicata,Psilothrix_viridicoeruleus,55,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Hypochaeris_radicata,Bombus_lapidarius,3,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Pilosella_officinarum,Psilothrix_viridicoeruleus,4,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Lotus_corniculatus,Polyommatus_icarus,4,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Anacamptis_pyramidalis,Sphaerophoria_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Daucus_carota,Sarcophaga_nigriventris,3,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Geranium_robertianum,Polyommatus_icarus,1,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Hypochaeris_radicata,Olibrus_sp.,13,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Hypochaeris_radicata,Meligethes_sp.,21,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Ranunculus_bulbosus,Psilothrix_viridicoeruleus,2,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Daucus_carota,Isomira_murina,5,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Hypochaeris_radicata,Isomira_murina,3,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Daucus_carota,Olibrus_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Daucus_carota,Psilothrix_viridicoeruleus,28,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Pilosella_officinarum,Isomira_murina,1,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Daucus_carota,Meligethes_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Daucus_carota,Agrypnus_murinus,2,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Daucus_carota,Anaspis_pulicaria,1,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Daucus_carota,Epirrhoe_alternata,1,PL,FV,1,2,NA,adult
PL_FV,Penhale_Sands,monad,sand_dune,Hypochaeris_radicata,Oedemera_nobilis,2,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,heathland,Erica_cinerea,Bombus_jonellus,3,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,heathland,Erica_cinerea,Bombus_lucorum,3,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,heathland,Erica_cinerea,Bombus_terrestris,3,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,heathland,Erica_cinerea,Andrena_scotica,1,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,scrub,Stellaria_holostea,Pegoplata_aestiva,1,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,scrub,Stellaria_holostea,Ragonycha_limbata,1,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,scrub,Heracleum_sp.,Chrysogaster_solstitialis,1,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,scrub,Heracleum_sp.,Scathophaga_stercoraria,4,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,scrub,Heracleum_sp.,Callophrys_rubi,1,PL,FV,1,2,NA,adult
PL_FV,North_Hill,dyad,scrub,Potentilla_erecta,Pegoplata_aestiva,1,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Potentilla_erecta,Pegoplata_aestiva,3,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Potentilla_erecta,Melanostoma_mellinum,9,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Erica_cinerea,Bombus_jonellus,3,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Erica_cinerea,Limoniidae_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Potentilla_erecta,Formica_fusca,8,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Erica_cinerea,Melanostoma_mellinum,1,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Hypochaeris_radicata,Pegoplata_aestiva,4,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Potentilla_erecta,Ochlodes_venata,1,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Potentilla_erecta,Anoplius_infuscatus,1,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Erica_cinerea,Bombus_lucorum,5,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Erica_cinerea,Apis_mellifera,2,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Erica_cinerea,Bombus_terrestris,13,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Erica_tetralix,Melanostoma_mellinum,2,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Erica_cinerea,Bombus_monticola,1,PL,FV,1,2,NA,adult
PL_FV,Dunkery_Hill,monad,heathland,Potentilla_erecta,Melanostoma_scalare,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Rubus_fruticosus_agg.,Eristalis_abusivus,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Potentilla_erecta,Miridae_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Potentilla_erecta,Chlorops_hypostigma,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Potentilla_erecta,Hercostomus_nigripennis,6,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Potentilla_erecta,Lonchoptera_furcata,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Rubus_fruticosus_agg.,Hercostomus_nigripennis,3,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Rubus_fruticosus_agg.,Meromyza_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Rubus_fruticosus_agg.,Miridae_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Rubus_fruticosus_agg.,Lasioglossum_zonulus,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Ononis_repens,Melanargia_galathea,4,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Leontodon_hispidus,Pegoplata_aestiva,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Vicia_cracca,Bombus_lapidarius,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Rhinanthus_minor,Thymelicus_sylvestris,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Trifolium_pratense,Melanargia_galathea,3,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Trifolium_pratense,Thymelicus_sylvestris,9,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Trifolium_pratense,Argynnis_aglaja,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Ononis_repens,P1,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Ononis_repens,Coenosia_sp._1,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Trifolium_dubium,Melanostoma_mellinum,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Daucus_carota,Ichneumonidae_sp._FV,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Daucus_carota,Ragonycha_fulva,3,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Leontodon_hispidus,Sphaerophoria_sp.,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Rubus_fruticosus_agg.,Ragonycha_fulva,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Ononis_repens,Thymelicus_sylvestris,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Hypochaeris_radicata,Pegoplata_aestiva,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Achillea_millefolium,Pegoplata_aestiva,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Melilotus_officinalis,Thymelicus_sylvestris,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Melilotus_officinalis,Zygaena_filipendulae,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Ranunculus_acris,Sciaridae_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Ranunculus_acris,Pegoplata_aestiva,6,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Ononis_repens,Sphaerophoria_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Euphrasia_nemorosa,Sphaerophoria_scripta,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Ononis_repens,Bombus_terrestris,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Galium_verum,Melanostoma_mellinum,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Euphrasia_nemorosa,Helina_evecta,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Ononis_repens,Zygaena_filipendulae,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Ononis_repens,Sphaerophoria_scripta,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Crepis_vesicaria,Bombus_lapidarius,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Ononis_repens,Eristalis_arbustorum,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Ononis_repens,Thymelicus_sylvestris,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Rhinanthus_minor,Ragonycha_fulva,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Ononis_repens,Melanargia_galathea,4,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Crepis_vesicaria,Sphaerophoria_sp.,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Rhinanthus_minor,Apis_mellifera,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Rubus_fruticosus_agg.,Melanargia_galathea,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Rubus_fruticosus_agg.,Oedemera_nobilis,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Thymus_polytrichus,Sphaerophoria_scripta,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Hypochaeris_radicata,Bombus_lapidarius,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Hypochaeris_radicata,Melanostoma_mellinum,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Crepis_vesicaria,Sphaerophoria_scripta,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Crepis_vesicaria,Pegoplata_aestiva,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Rhinanthus_minor,Bombus_hortorum,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Echium_vulgare,Bombus_lucorum,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Crepis_vesicaria,Oedemera_lurida,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Ononis_repens,Argynnis_aglaja,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,salt_marsh,Spergularia_media,Braconidae_sp._FV,2,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Rubus_fruticosus_agg.,Oedemera_lurida,3,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Rubus_fruticosus_agg.,Bombus_terrestris,5,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Rubus_fruticosus_agg.,Maniola_jurtina,2,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Crepis_vesicaria,Colletes_fodiens,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Rubus_fruticosus_agg.,Aphantopus_hyperantus,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Senecio_jacobaea,Ragonycha_fulva,5,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Rubus_fruticosus_agg.,Bombus_lapidarius,4,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Rubus_fruticosus_agg.,Osmia_aurulenta,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Echium_vulgare,Zygaena_filipendulae,4,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Senecio_jacobaea,Osmia_spinulosa,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Senecio_jacobaea,Hoplitis_spinulosa,4,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,sand_dune,Senecio_jacobaea,Colletes_fodiens,3,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,grassland,Rubus_fruticosus_agg.,Zygaena_filipendulae,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,grassland,Ononis_repens,Maniola_jurtina,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,grassland,Echium_vulgare,Ragonycha_fulva,3,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,grassland,Echium_vulgare,Zygaena_filipendulae,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,grassland,Rubus_fruticosus_agg.,Apis_mellifera,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,grassland,Rubus_fruticosus_agg.,Ragonycha_fulva,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,grassland,Pilosella_officinarum,Thymelicus_sylvestris,1,PL,FV,1,2,NA,adult
PL_FV,Merthyr_Mawr,triad,grassland,Ononis_repens,Bombus_lucorum,1,PL,FV,1,2,NA,adult
PL_FV,Pembrey,dyad,sand_dune,Senecio_jacobaea,Ragonycha_fulva,2,PL,FV,1,2,NA,adult
PL_FV,Pembrey,dyad,sand_dune,Crepis_vesicaria,Hedychridium_ardens,1,PL,FV,1,2,NA,adult
PL_FV,Pembrey,dyad,sand_dune,Chamerion_angustifolium,Ichneumonidae_sp._FV,1,PL,FV,1,2,NA,adult
PL_FV,Pembrey,dyad,sand_dune,Chamerion_angustifolium,Chlorops_hypostigma,1,PL,FV,1,2,NA,adult
