Date,Round,Time,Name,Site,Habitat,Transect,Quadrat,Site_trans_quad,Plant_Species,FU_Bud,FU_Open,FU_Wilt,Seeds,FlowersperFU_Bud,FlowersperFU_Open,FlowersperFU_Wilt,Cross_Points,Veg_Cover,Comments,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,1,Walb.gra.2.1,Trifolium_repens,0,0,0,NA,NA,NA,NA,19,4,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,1,Walb.gra.2.1,Grass,NA,NA,NA,NA,NA,NA,NA,32,4,oat?,Grass
15 May 2014,1,15:25,NED,Walborough,grassland,2,1,Walb.gra.2.1,Grass,NA,NA,NA,NA,NA,NA,NA,6,2,NA,Grass
15 May 2014,1,15:25,NED,Walborough,grassland,2,2,Walb.gra.2.2,Bellis_perennis,1,2,0,NA,112,44,0,1,1,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,2,Walb.gra.2.2,Ranunculus_bulbosus,7,6,2,NA,NA,NA,NA,2,2,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,2,Walb.gra.2.2,Plantago_lanceolata,4,0,0,NA,124,0,0,2,2,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,2,Walb.gra.2.2,Trifolium_repens,0,0,0,NA,NA,NA,NA,16,4,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,2,Walb.gra.2.2,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
15 May 2014,1,15:25,NED,Walborough,grassland,2,2,Walb.gra.2.2,Rumex_obtusifolius,0,0,0,NA,NA,NA,NA,0,1,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,2,Walb.gra.2.2,Ranunculus_repens,0,0,0,NA,NA,NA,NA,3,2,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,3,Walb.gra.2.3,Bellis_perennis,4,4,2,NA,0,128,0,4,2,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,3,Walb.gra.2.3,Trifolium_repens,0,0,0,NA,NA,NA,NA,24,4,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,3,Walb.gra.2.3,Taraxacum_agg.,0,1,0,NA,58,48,0,1,1,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,3,Walb.gra.2.3,Ranunculus_bulbosus,8,16,5,NA,NA,NA,NA,10,3,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,3,Walb.gra.2.3,Ranunculus_repens,0,0,0,NA,NA,NA,NA,6,2,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,3,Walb.gra.2.3,Plantago_lanceolata,2,0,0,NA,116,0,0,11,3,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,3,Walb.gra.2.3,Grass,NA,NA,NA,NA,NA,NA,NA,26,4,NA,Grass
15 May 2014,1,15:25,NED,Walborough,grassland,2,3,Walb.gra.2.3,Grass,NA,NA,NA,NA,NA,NA,NA,30,4,NA,Grass
15 May 2014,1,15:25,NED,Walborough,grassland,2,4,Walb.gra.2.4,Ranunculus_bulbosus,3,1,0,NA,NA,NA,NA,2,2,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,4,Walb.gra.2.4,Plantago_lanceolata,0,0,0,NA,NA,NA,NA,1,1,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,4,Walb.gra.2.4,Grass,NA,NA,NA,NA,NA,NA,NA,34,1,NA,Grass
15 May 2014,1,15:25,NED,Walborough,grassland,2,4,Walb.gra.2.4,Grass,NA,NA,NA,NA,NA,NA,NA,9,3,NA,Grass
15 May 2014,1,15:25,NED,Walborough,grassland,2,4,Walb.gra.2.4,Trifolium_repens,0,0,0,NA,NA,NA,NA,7,3,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,4,Walb.gra.2.4,NA,0,0,0,NA,NA,NA,NA,2,2,Unknown_leaf,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,AF,Walb.gra.2.AF,Cerastium_fontanum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,AF,Walb.gra.2.AF,Trifolium_pratense,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15 May 2014,1,15:25,NED,Walborough,grassland,2,AF,Walb.gra.2.AF,Trifolium_dubium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 May 2014,1,12:45,NED,Walborough,grassland,3,1,Walb.gra.3.1,Grass,NA,NA,NA,NA,NA,NA,NA,4,2,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,1,Walb.gra.3.1,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,1,Walb.gra.3.1,Cirsium_palustre,0,0,0,NA,NA,NA,NA,5,2,NA,NA
16 May 2014,1,12:45,NED,Walborough,grassland,3,1,Walb.gra.3.1,Grass,NA,NA,NA,NA,NA,NA,NA,7,3,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,2,Walb.gra.3.2,Grass,NA,NA,NA,NA,NA,NA,NA,12,3,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,2,Walb.gra.3.2,Grass,NA,NA,NA,NA,NA,NA,NA,4,2,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,3,Walb.gra.3.3,Grass,NA,NA,NA,NA,NA,NA,NA,7,3,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,3,Walb.gra.3.3,Grass,NA,NA,NA,NA,NA,NA,NA,30,4,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,3,Walb.gra.3.3,Grass,NA,NA,NA,NA,NA,NA,NA,22,4,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,4,Walb.gra.3.4,Grass,NA,NA,NA,NA,NA,NA,NA,21,4,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,4,Walb.gra.3.4,Grass,NA,NA,NA,NA,NA,NA,NA,4,2,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,4,Walb.gra.3.4,Grass,NA,NA,NA,NA,NA,NA,NA,9,3,NA,Grass
16 May 2014,1,12:45,NED,Walborough,grassland,3,AF,Walb.gra.3.AF,Ranunculus_bulbosus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 May 2014,1,12:45,NED,Walborough,grassland,3,AF,Walb.gra.3.AF,Vicia_sativa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 May 2014,1,12:45,NED,Walborough,grassland,3,AF,Walb.gra.3.AF,Rumex_obtusifolius,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 May 2014,1,12:45,NED,Walborough,grassland,3,AF,Walb.gra.3.AF,Ranunculus_acris,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 May 2014,1,12:45,NED,Walborough,grassland,3,AF,Walb.gra.3.AF,Lathyrus_pratensis,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,1,Walb.sal.1.1,Plantago_maritima,0,0,0,NA,NA,NA,NA,1,1,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,1,Walb.sal.1.1,Aster_tripolium,0,0,0,NA,NA,NA,NA,13,2,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,1,Walb.sal.1.1,Cochlearia_officinalis,3,12,52,NA,NA,NA,NA,4,2,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,1,Walb.sal.1.1,Triglochin_maritima,94,0,0,NA,NA,NA,NA,11,2,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,2,Walb.sal.1.2,Aster_tripolium,0,0,0,NA,NA,NA,NA,6,2,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,2,Walb.sal.1.2,Cochlearia_officinalis,3,4,6,NA,NA,NA,NA,0,1,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,2,Walb.sal.1.2,Grass,NA,NA,NA,NA,NA,NA,NA,2,2,NA,Grass
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,2,Walb.sal.1.2,Plantago_maritima,0,0,0,NA,NA,NA,NA,32,4,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,3,Walb.sal.1.3,Grass,NA,NA,NA,NA,NA,NA,NA,26,3,NA,Grass
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,3,Walb.sal.1.3,Cochlearia_officinalis,7,2,20,NA,NA,NA,NA,2,2,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,3,Walb.sal.1.3,Aster_tripolium,0,0,0,NA,NA,NA,NA,11,2,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,4,Walb.sal.1.4,Plantago_maritima,1,0,0,NA,124,0,0,1,1,NA,NA
16 May 2014,1,16:00,NED,Walborough,salt_marsh,1,AF,Walb.sal.1.AF,Spergularia_media,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,1,Walb.sal.2.1,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,1,Walb.sal.2.1,Grass,NA,NA,NA,NA,NA,NA,NA,32,4,NA,Grass
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,1,Walb.sal.2.1,Armeria_maritima,0,4,0,NA,2,8,1,1,1,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,1,Walb.sal.2.1,Aster_tripolium,0,0,0,NA,NA,NA,NA,0,1,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,1,Walb.sal.2.1,Glaux_maritima,36,0,0,NA,NA,NA,NA,4,2,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,1,Walb.sal.2.1,Plantago_maritima,134,0,0,NA,NA,NA,NA,5,2,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,2,Walb.sal.2.2,Aster_tripolium,0,0,0,NA,NA,NA,NA,22,4,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,2,Walb.sal.2.2,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,2,Walb.sal.2.2,Halimione_portulacoides,0,0,0,NA,NA,NA,NA,10,3,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,3,Walb.sal.2.3,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,3,Walb.sal.2.3,Triglochin_maritima,22,51,0,NA,NA,NA,NA,1,1,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,3,Walb.sal.2.3,Aster_tripolium,0,0,0,NA,NA,NA,NA,4,1,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,3,Walb.sal.2.3,Halimione_portulacoides,0,0,0,NA,NA,NA,NA,3,2,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,3,Walb.sal.2.3,Cochlearia_officinalis,11,7,12,NA,NA,NA,NA,1,1,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,4,Walb.sal.2.4,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,4,Walb.sal.2.4,Triglochin_maritima,0,0,0,NA,NA,NA,NA,1,1,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,4,Walb.sal.2.4,Aster_tripolium,0,0,0,NA,NA,NA,NA,9,2,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,4,Walb.sal.2.4,Cochlearia_officinalis,81,72,315,NA,NA,NA,NA,6,2,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,4,Walb.sal.2.4,Plantago_maritima,0,0,0,NA,NA,NA,NA,3,2,NA,NA
19 May 2014,1,16:10,NED,Walborough,salt_marsh,2,4,Walb.sal.2.4,Halimione_portulacoides,0,0,0,NA,NA,NA,NA,6,2,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,1,Walb.sal.3.1,Cochlearia_officinalis,13,26,208,NA,NA,NA,NA,6,3,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,1,Walb.sal.3.1,Triglochin_maritima,1562,0,0,NA,NA,NA,NA,17,4,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,1,Walb.sal.3.1,Aster_tripolium,0,0,0,NA,NA,NA,NA,11,3,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,1,Walb.sal.3.1,Halimione_portulacoides,0,0,0,NA,NA,NA,NA,1,1,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,1,Walb.sal.3.1,Grass,NA,NA,NA,NA,NA,NA,NA,32,4,NA,Grass
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,1,Walb.sal.3.1,Cochlearia_anglica,0,0,0,NA,NA,NA,NA,4,2,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,2,Walb.sal.3.2,Triglochin_maritima,1176,0,0,NA,NA,NA,NA,30,4,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,2,Walb.sal.3.2,Plantago_maritima,0,0,0,NA,NA,NA,NA,26,4,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,3,Walb.sal.3.3,Triglochin_maritima,39,0,0,NA,NA,NA,NA,10,2,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,3,Walb.sal.3.3,Plantago_maritima,0,0,0,NA,NA,NA,NA,26,4,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,3,Walb.sal.3.3,Aster_tripolium,0,0,0,NA,NA,NA,NA,4,2,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,4,Walb.sal.3.4,Plantago_maritima,0,0,0,NA,NA,NA,NA,20,4,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,4,Walb.sal.3.4,Triglochin_maritima,210,0,0,NA,NA,NA,NA,11,3,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,4,Walb.sal.3.4,Aster_tripolium,0,0,0,NA,NA,NA,NA,2,2,NA,NA
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,4,Walb.sal.3.4,Grass,NA,NA,NA,NA,NA,NA,NA,23,3,NA,Grass
20 May 2014,1,10:50,KAO,Walborough,salt_marsh,3,AF,Walb.sal.3.AF,Armeria_maritima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,1,Burn.sal.1.1,Triglochin_maritima,0,0,0,NA,NA,NA,NA,16,3,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,1,Burn.sal.1.1,Spergularia_media,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,1,Burn.sal.1.1,Sarcocornia_perennis,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,1,Burn.sal.1.1,Aster_tripolium,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,1,Burn.sal.1.1,Grass,0,0,0,NA,NA,NA,NA,13,3,1/3_of_quadrat_mud,Grass
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,2,Burn.sal.1.2,Triglochin_maritima,0,0,0,NA,NA,NA,NA,11,3,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,2,Burn.sal.1.2,Halimione_portulacoides,0,0,0,NA,NA,NA,NA,3,2,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,2,Burn.sal.1.2,Aster_tripolium,0,0,0,NA,NA,NA,NA,2,2,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,2,Burn.sal.1.2,Plantago_maritima,0,0,0,NA,NA,NA,NA,1,1,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,2,Burn.sal.1.2,Grass,NA,NA,NA,NA,NA,NA,NA,33,4,NA,Grass
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,3,Burn.sal.1.3,Triglochin_maritima,0,0,0,NA,NA,NA,NA,3,2,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,3,Burn.sal.1.3,Aster_tripolium,0,0,0,NA,NA,NA,NA,1,1,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,3,Burn.sal.1.3,Spergularia_media,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,3,Burn.sal.1.3,Halimione_portulacoides,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,3,Burn.sal.1.3,Grass,NA,NA,NA,NA,NA,NA,NA,34,4,NA,Grass
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,4,Burn.sal.1.4,Aster_tripolium,0,0,0,NA,NA,NA,NA,22,4,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,4,Burn.sal.1.4,Grass,NA,NA,NA,NA,NA,NA,NA,30,4,NA,Grass
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,4,Burn.sal.1.4,Plantago_maritima,0,0,0,NA,NA,NA,NA,1,1,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,4,Burn.sal.1.4,Triglochin_maritima,0,0,0,NA,NA,NA,NA,4,2,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,4,Burn.sal.1.4,Spergularia_media,1,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,11:30,KAO,Burnham-on-Sea,salt_marsh,1,AF,Burn.sal.1.AF,Armeria_maritima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,1,Burn.sal.2.1,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,1,Burn.sal.2.1,Halimione_portulacoides,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,2,Burn.sal.2.2,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,2,Burn.sal.2.2,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,3,Burn.sal.2.3,Grass,NA,NA,NA,NA,NA,NA,NA,7,2,NA,Grass
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,3,Burn.sal.2.3,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,4,Burn.sal.2.4,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,4,Burn.sal.2.4,Triglochin_maritima,0,0,0,NA,NA,NA,NA,4,2,NA,NA
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,4,Burn.sal.2.4,Plantago_maritima,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,4,Burn.sal.2.4,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
22 May 2014,1,12:05,KAO,Burnham-on-Sea,salt_marsh,2,4,Burn.sal.2.4,Spergularia_media,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,1,Burn.sal.3.1,Aster_tripolium,0,0,0,NA,NA,NA,NA,3,2,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,1,Burn.sal.3.1,Triglochin_maritima,0,0,0,NA,NA,NA,NA,31,4,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,1,Burn.sal.3.1,Plantago_maritima,0,0,0,NA,NA,NA,NA,5,2,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,1,Burn.sal.3.1,Grass,NA,NA,NA,NA,NA,NA,NA,2,2,NA,Grass
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,1,Burn.sal.3.1,Halimione_portulacoides,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,1,Burn.sal.3.1,Spergularia_media,1,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,2,Burn.sal.3.2,Aster_tripolium,0,0,0,NA,NA,NA,NA,7,2,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,2,Burn.sal.3.2,Triglochin_maritima,0,0,0,NA,NA,NA,NA,36,4,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,2,Burn.sal.3.2,Spergularia_media,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,3,Burn.sal.3.3,Aster_tripolium,0,0,0,NA,NA,NA,NA,7,3,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,3,Burn.sal.3.3,Triglochin_maritima,0,0,0,NA,NA,NA,NA,21,3,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,3,Burn.sal.3.3,Grass,NA,NA,NA,NA,NA,NA,NA,36,4,NA,Grass
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,4,Burn.sal.3.4,Aster_tripolium,0,0,0,NA,NA,NA,NA,3,2,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,4,Burn.sal.3.4,Triglochin_maritima,0,0,0,NA,NA,NA,NA,26,4,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,4,Burn.sal.3.4,Grass,NA,NA,NA,NA,NA,NA,NA,2,2,NA,Grass
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,4,Burn.sal.3.4,Spergularia_media,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,4,Burn.sal.3.4,Glaux_maritima,0,0,0,NA,NA,NA,NA,0,1,NA,NA
22 May 2014,1,13:05,KAO,Burnham-on-Sea,salt_marsh,3,AF,Burn.sal.3.AF,Armeria_maritima,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
22 May 2014,1,13:30,KAO,Burnham-on-Sea,salt_marsh,4,1,Burn.sal.4.1,Aster_tripolium,0,0,0,NA,NA,NA,NA,7,2,NA,NA
22 May 2014,1,13:30,KAO,Burnham-on-Sea,salt_marsh,4,1,Burn.sal.4.1,Triglochin_maritima,0,0,0,NA,NA,NA,NA,19,3,NA,NA
22 May 2014,1,13:30,KAO,Burnham-on-Sea,salt_marsh,4,1,Burn.sal.4.1,Grass,0,0,0,NA,NA,NA,NA,30,4,NA,Grass
22 May 2014,1,13:30,KAO,Burnham-on-Sea,salt_marsh,4,2,Burn.sal.4.2,Aster_tripolium,0,0,0,NA,NA,NA,NA,6,2,NA,NA
22 May 2014,1,13:30,KAO,Burnham-on-Sea,salt_marsh,4,2,Burn.sal.4.2,Triglochin_maritima,0,0,0,NA,NA,NA,NA,10,3,NA,NA
22 May 2014,1,13:30,KAO,Burnham-on-Sea,salt_marsh,4,2,Burn.sal.4.2,Grass,NA,NA,NA,NA,NA,NA,NA,32,4,NA,Grass
22 May 2014,1,13:30,KAO,Burnham-on-Sea,salt_marsh,4,2,Burn.sal.4.2,Plantago_maritima,0,0,0,NA,NA,NA,NA,3,2,NA,NA
22 May 2014,1,13:30,KAO,Burnham-on-Sea,salt_marsh,4,3,Burn.sal.4.3,Cochlearia_officinalis,0,1,9,NA,NA,NA,NA,1,2,NA,NA
22 May 2014,1,13:30,KAO,Burnham-on-Sea,salt_marsh,4,3,Burn.sal.4.3,Grass,NA,NA,NA,NA,NA,NA,NA,4,2,Mostly_mud,Grass
