Web,Round,Site,M_D_T,Habitat,Site_trans,Lower_Taxon,ID_Code,Upper_Taxon,Upper_Taxon_abundance,Number,Conflict
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Oenanthe_crocata,44.4,Melanum_laterale,Melanum_laterale,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Oenanthe_crocata,44.5,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Oenanthe_crocata,44.6,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Oenanthe_crocata,67.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Oenanthe_crocata,67.2,Anthomyia_liturata,Anthomyia_liturata,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Raphanus_raphanistrum,41.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Oenanthe_crocata,162.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Oenanthe_crocata,162.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Raphanus_raphanistrum,118.1,Eristalis_tenax,Eristalis_tenax,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Raphanus_raphanistrum,118.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Oenanthe_crocata,104.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.6,Oenanthe_crocata,104.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,171.1,Scathophaga_calida,Scathophaga_calida,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,171.2,Scathophaga_calida,Scathophaga_calida,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Cochlearia_officinalis,68.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Cochlearia_officinalis,68.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Cochlearia_officinalis,68.3,Lasius_brunneus,Lasius_brunneus,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,139.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Cochlearia_officinalis,69.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,140.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,140.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,141.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,141.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,141.3,Scathophaga_calida,Scathophaga_calida,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,193.1,Scathophaga_calida,Scathophaga_calida,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,193.2,Oscinella_frit,Oscinella_frit,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,193.3,Scathophaga_calida,Scathophaga_calida,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,20.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,151.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Cochlearia_officinalis,80.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,196.1,Paregle_audacula,Paregle_audacula,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,196.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Cochlearia_officinalis,207.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Cochlearia_officinalis,21.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Cochlearia_officinalis,21.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Cochlearia_officinalis,21.3,Lispe_pygmaea,Lispe_pygmaea,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,125.1,Scathophaga_calida,Scathophaga_calida,1,NA
PL_FV,1,Burnham-on-Sea,monad,salt_marsh,Burn.sal.1,Armeria_maritima,125.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Haddon_Hill,triad,scrub,Hadd.scr.2,Potentilla_erecta,217.1,P1,P1,1,NA
PL_FV,1,Haddon_Hill,triad,scrub,Hadd.scr.2,Potentilla_erecta,291.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Haddon_Hill,triad,scrub,Hadd.scr.2,Potentilla_erecta,218.1,Rhamphomyia_hybotina,Rhamphomyia_hybotina,1,NA
PL_FV,1,Haddon_Hill,triad,scrub,Hadd.scr.2,Potentilla_erecta,304.1,Siphona_urbana,Siphona_urbana,1,NA
PL_FV,1,Haddon_Hill,triad,scrub,Hadd.scr.2,Potentilla_erecta,279.1,Bombus_bohemicus,Bombus_bohemicus,1,NA
PL_FV,1,Haddon_Hill,triad,heathland,Hadd.hea.2,Potentilla_erecta,33.1,Sphaerophoria_sp.,Sphaerophoria_sp.,1,1
PL_FV,1,Haddon_Hill,triad,heathland,Hadd.hea.2,Potentilla_erecta,244.1,Cerodontha_denticornis,Cerodontha_denticornis,1,NA
PL_FV,1,Haddon_Hill,triad,heathland,Hadd.hea.2,Potentilla_erecta,99.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Haddon_Hill,triad,heathland,Hadd.hea.2,Potentilla_erecta,99.2,Coenosia_tigrina,Coenosia_tigrina,1,NA
PL_FV,1,Haddon_Hill,triad,heathland,Hadd.hea.2,Rhododendron_sp.,294.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Haddon_Hill,triad,heathland,Hadd.hea.2,Rhododendron_sp.,294.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Haddon_Hill,triad,heathland,Hadd.hea.2,Rhododendron_sp.,294.3,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Haddon_Hill,triad,heathland,Hadd.hea.2,Vaccinium_myrtillus,88.1,Rhamphomyia_hybotina,Rhamphomyia_hybotina,1,NA
PL_FV,1,Haddon_Hill,triad,woodland,Hadd.woo.2,Hyacinthoides_non-scripta,290.1,Bombus_pascuorum,Bombus_pascuorum,1,NA
PL_FV,1,Haddon_Hill,triad,woodland,Hadd.woo.2,Hyacinthoides_non-scripta,NT,Bombus_rupestris,Bombus_rupestris,1,NA
PL_FV,1,Haddon_Hill,triad,woodland,Hadd.woo.2,Hyacinthoides_non-scripta,220.1,Bombus_pratorum,Bombus_pratorum,1,NA
PL_FV,1,Leigh_Woods,monad,woodland,Leig.woo.4,Sanicula_europaea,71.1,Braconidae_sp._FV,Braconidae_sp.,1,1+2
PL_FV,1,Cloud_Hill,dyad,woodland,Clou.woo.1,Hyacinthoides_non-scripta,247.1,Agriotes_pallidulus,Agriotes_pallidulus,1,NA
PL_FV,1,Cloud_Hill,dyad,woodland,Clou.woo.1,Potentilla_erecta,263.1,Hydrellia_maura,Hydrellia_maura,1,NA
PL_FV,1,Cloud_Hill,dyad,woodland,Clou.woo.1,Potentilla_erecta,263.2,Hydrellia_maura,Hydrellia_maura,1,NA
PL_FV,1,Cloud_Hill,dyad,woodland,Clou.woo.1,Potentilla_erecta,263.3,Hydrellia_maura,Hydrellia_maura,1,NA
PL_FV,1,Cloud_Hill,dyad,woodland,Clou.woo.1,Potentilla_erecta,311.1,Opomyza_germinationis,Opomyza_germinationis,1,NA
PL_FV,1,Cloud_Hill,dyad,woodland,Clou.woo.1,Potentilla_erecta,281.1,C10,C10,1,NA
PL_FV,1,Cloud_Hill,dyad,woodland,Clou.woo.1,Potentilla_erecta,226.1,Opomyza_petrei,Opomyza_petrei,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,286.1,Pegoplata_aestiva,Pegoplata_aestiva,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Lotus_corniculatus,219.1,Bombus_terrestris,Bombus_terrestris,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,323.1,Phaonia_incana,Phaonia_incana,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Hypochaeris_maculata,248.1,Pegoplata_aestiva,Pegoplata_aestiva,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,310.1,Oedemera_nobilis,Oedemera_nobilis,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Fragaria_vesca,199.1,Pyrgus_malvae,Pyrgus_malvae,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Rubus_fruticosus_agg.,238.1,Andrena_minutula,Andrena_minutula,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Hypochaeris_maculata,316.1,Lasioglossum_calceatum,Lasioglossum_calceatum,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,242.1,Oedemera_nobilis,Oedemera_nobilis,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Lotus_corniculatus,313.1,Bombus_terrestris,Bombus_terrestris,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,292.1,Oedemera_nobilis,Oedemera_nobilis,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,292.2,Oedemera_lurida,Oedemera_lurida,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,260.1,Lasioglossum_villosulum,Lasioglossum_villosulum,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,260.2,Lasioglossum_leucozonium,Lasioglossum_leucozonium,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Crepis_capillaris,297.1,Lasioglossum_villosulum,Lasioglossum_villosulum,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,257.1,Pegoplata_aestiva,Pegoplata_aestiva,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,119.1,Lasioglossum_villosulum,Lasioglossum_villosulum,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,119.2,Lasioglossum_villosulum,Lasioglossum_villosulum,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,126.1,Pollenia_pediculata,Pollenia_pediculata,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,126.2,Lasioglossum_leucozonium,Lasioglossum_leucozonium,1,NA
PL_FV,1,Dolebury_Warren,triad,scrub,Dole.scr.1,Leontodon_hispidus,126.3,Lasioglossum_villosulum,Lasioglossum_villosulum,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Veronica_officinalis,254.1,Bombus_lucorum,Bombus_lucorum,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Cirsium_vulgare,228.1,Pegoplata_aestiva,Pegoplata_aestiva,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,15.1,Bombus_pascuorum,Bombus_pascuorum,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Bellis_perennis,255.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,184.1,Polyommatus_icarus,Polyommatus_icarus,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,251.1,Bombus_lapidarius,Bombus_lapidarius,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,251.2,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,321.1,Bombus_lucorum,Bombus_lucorum,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Ranunculus_repens,269.1,Pegoplata_aestiva,Pegoplata_aestiva,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Trifolium_pratense,259.1,Bombus_lucorum,Bombus_lucorum,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Trifolium_pratense,259.2,Bombus_lucorum,Bombus_lucorum,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,309.1,Bombus_terrestris,Bombus_terrestris,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,264.1,Bombus_lucorum,Bombus_lucorum,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,264.2,Hydrellia_maura,Hydrellia_maura,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Bellis_perennis,136.1,Empis_albinervis,Empis_albinervis,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Veronica_officinalis,272.1,Bombus_pratorum,Bombus_pratorum,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,58.1,Bombus_lucorum,Bombus_lucorum,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Ranunculus_repens,320.1,Pegoplata_aestiva,Pegoplata_aestiva,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,232.1,Bombus_lapidarius,Bombus_lapidarius,1,NA
PL_FV,1,Dolebury_Warren,triad,grassland,Dole.gra.1,Lotus_corniculatus,182.1,Polyommatus_icarus,Polyommatus_icarus,1,NA
PL_FV,1,Dolebury_Warren,triad,woodland,Dole.woo.1,Veronica_officinalis,271.1,Sphegina_clunipes,Sphegina_clunipes,1,NA
PL_FV,1,Dolebury_Warren,triad,woodland,Dole.woo.1,Veronica_officinalis,303.1,Rhamphomyia_longipes,Rhamphomyia_longipes,1,NA
PL_FV,1,Dolebury_Warren,triad,woodland,Dole.woo.1,Veronica_officinalis,319.1,Thricops_semicinereus,Thricops_semicinereus,1,NA
PL_FV,1,Cloud_Hill,dyad,heathland,Clou.hea.2,Potentilla_erecta,300.1,Formica_fusca,Formica_fusca,1,NA
PL_FV,1,Cloud_Hill,dyad,heathland,Clou.hea.2,Potentilla_erecta,145.1,Coenosia_pedella,Coenosia_pedella,1,NA
PL_FV,1,Cloud_Hill,dyad,heathland,Clou.hea.2,Potentilla_erecta,35.1,Scathophaga_stercoraria,Scathophaga_stercoraria,1,NA
PL_FV,1,Cloud_Hill,dyad,heathland,Clou.hea.2,Potentilla_erecta,160.1,Myrmica_sp.,Myrmica_sp.,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Hypochaeris_radicata,501.1,Psilothrix_viridicoeruleus,Psilothrix_viridicoeruleus,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Hypochaeris_radicata,60.1,Bombus_lapidarius,Bombus_lapidarius,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Pilosella_officinarum,46.1,Psilothrix_viridicoeruleus,Psilothrix_viridicoeruleus,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Lotus_corniculatus,447.1,Polyommatus_icarus,Polyommatus_icarus,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Lotus_corniculatus,9.1,Polyommatus_icarus,Polyommatus_icarus,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Anacamptis_pyramidalis,503.1,Sphaerophoria_sp.,Sphaerophoria_sp.,1,1
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Hypochaeris_radicata,85.1,Psilothrix_viridicoeruleus,Psilothrix_viridicoeruleus,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Hypochaeris_radicata,85.2,Psilothrix_viridicoeruleus,Psilothrix_viridicoeruleus,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Daucus_carota,89.1,Sarcophaga_nigriventris,Sarcophaga_nigriventris,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Hypochaeris_radicata,10.1,Psilothrix_viridicoeruleus,Psilothrix_viridicoeruleus,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.4,Geranium_robertianum,179.1,Polyommatus_icarus,Polyommatus_icarus,1,NA
PL_FV,1,Penhale_Sands,monad,sand_dune,Penh.san.5,Hypochaeris_radicata,492.1,Olibrus_sp.,Olibrus_sp.,1,1
